,combination,Ag,Al,As,Au,Co,Cr,Cu,Fe,Hf,Ir,Mn,Mo,Nb,Ni,Os,Pd,Pt,Re,Rh,Ru,Si,Ta,Tc,Ti,V,W,Zr,Label,set_name,length
558,AgAlAuCo,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Al|Au|Co,4
559,AgAlAuNi,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Al|Au|Ni,4
560,AgAlCoCu,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Al|Co|Cu,4
561,AgAlCuMn,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Al|Cu|Mn,4
562,AgAlCuZr,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Low,Ag|Al|Cu|Zr,4
563,AgAuCoCr,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Au|Co|Cr,4
564,AgAuCoMo,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Au|Co|Mo,4
565,AgAuCoPt,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Low,Ag|Au|Co|Pt,4
566,AgAuCoRu,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Low,Ag|Au|Co|Ru,4
567,AgAuCuFe,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Au|Cu|Fe,4
568,AgAuCuPd,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,High,Ag|Au|Cu|Pd,4
569,AgAuCuRu,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Low,Ag|Au|Cu|Ru,4
570,AgAuFeMo,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Au|Fe|Mo,4
571,AgAuFeRh,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Low,Ag|Au|Fe|Rh,4
572,AgAuIrPd,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Au|Ir|Pd,4
573,AgAuIrRu,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Low,Ag|Au|Ir|Ru,4
574,AgAuMoRh,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Low,Ag|Au|Mo|Rh,4
575,AgAuNiPt,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,High,Ag|Au|Ni|Pt,4
576,AgAuNiRu,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Low,Ag|Au|Ni|Ru,4
577,AgAuPdRe,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Low,Ag|Au|Pd|Re,4
578,AgAuPtRh,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,High,Ag|Au|Pt|Rh,4
579,AgCoCrCu,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Co|Cr|Cu,4
580,AgCoCrPd,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Co|Cr|Pd,4
581,AgCoCrRu,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Low,Ag|Co|Cr|Ru,4
582,AgCoCuPt,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Low,Ag|Co|Cu|Pt,4
583,AgCoIrPt,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,High,Ag|Co|Ir|Pt,4
584,AgCoMoPd,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Co|Mo|Pd,4
585,AgCoMoRh,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Low,Ag|Co|Mo|Rh,4
586,AgCoNiPt,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Low,Ag|Co|Ni|Pt,4
587,AgCoPdPt,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,High,Ag|Co|Pd|Pt,4
588,AgCoPdRu,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Low,Ag|Co|Pd|Ru,4
589,AgCoPtRu,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Low,Ag|Co|Pt|Ru,4
590,AgCrCuPd,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Cr|Cu|Pd,4
591,AgCrCuRu,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Low,Ag|Cr|Cu|Ru,4
592,AgCrIrPd,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Cr|Ir|Pd,4
593,AgCrNiOs,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Cr|Ni|Os,4
594,AgCrNiRh,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Low,Ag|Cr|Ni|Rh,4
595,AgCrPdPt,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Low,Ag|Cr|Pd|Pt,4
596,AgCrPtRh,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Low,Ag|Cr|Pt|Rh,4
597,AgCuFeIr,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Cu|Fe|Ir,4
598,AgCuFePd,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,High,Ag|Cu|Fe|Pd,4
599,AgCuFeRu,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Low,Ag|Cu|Fe|Ru,4
600,AgCuNbPd,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,High,Ag|Cu|Nb|Pd,4
601,AgCuNiSi,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Low,Ag|Cu|Ni|Si,4
602,AgCuPdRh,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,High,Ag|Cu|Pd|Rh,4
603,AgCuPtRh,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,High,Ag|Cu|Pt|Rh,4
604,AgFeIrRu,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Low,Ag|Fe|Ir|Ru,4
605,AgFeMoPd,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Fe|Mo|Pd,4
606,AgFeMoRu,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Low,Ag|Fe|Mo|Ru,4
607,AgFeNiRe,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Low,Ag|Fe|Ni|Re,4
608,AgFeOsPd,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Fe|Os|Pd,4
609,AgFeOsRu,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Low,Ag|Fe|Os|Ru,4
610,AgFePdRu,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Low,Ag|Fe|Pd|Ru,4
611,AgIrMoNi,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Ir|Mo|Ni,4
612,AgIrNbPt,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Low,Ag|Ir|Nb|Pt,4
613,AgIrOsPd,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Ir|Os|Pd,4
614,AgIrPdRe,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Low,Ag|Ir|Pd|Re,4
615,AgIrPtRe,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Low,Ag|Ir|Pt|Re,4
616,AgMoNiOs,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Mo|Ni|Os,4
617,AgMoNiRe,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Low,Ag|Mo|Ni|Re,4
618,AgMoOsPd,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Mo|Os|Pd,4
619,AgMoPdPt,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Low,Ag|Mo|Pd|Pt,4
620,AgMoPdRu,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Low,Ag|Mo|Pd|Ru,4
621,AgMoPtRu,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Low,Ag|Mo|Pt|Ru,4
622,AgNbPdPt,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Low,Ag|Nb|Pd|Pt,4
623,AgNiOsPd,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Ni|Os|Pd,4
624,AgNiPdRe,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,Low,Ag|Ni|Pd|Re,4
625,AgNiPtRe,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Low,Ag|Ni|Pt|Re,4
626,AgOsPdPt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Low,Ag|Os|Pd|Pt,4
627,AgOsPdRu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,Low,Ag|Os|Pd|Ru,4
628,AgOsPtRu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Low,Ag|Os|Pt|Ru,4
629,AgPdPtRu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,High,Ag|Pd|Pt|Ru,4
630,AgPdRhRu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,Low,Ag|Pd|Rh|Ru,4
631,AgPtRhRu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,High,Ag|Pt|Rh|Ru,4
632,AlCrFeMn,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Al|Cr|Fe|Mn,4
633,AlCrFeRe,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,High,Al|Cr|Fe|Re,4
634,AlCrFeW,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,High,Al|Cr|Fe|W,4
635,AlCrMnMo,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Al|Cr|Mn|Mo,4
636,AlCrMnV,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,High,Al|Cr|Mn|V,4
637,AlCrMoTi,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,High,Al|Cr|Mo|Ti,4
638,AlCrNbV,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,High,Al|Cr|Nb|V,4
639,AlCrReW,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,High,Al|Cr|Re|W,4
640,AlCrVW,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,High,Al|Cr|V|W,4
641,AlCuFeV,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Low,Al|Cu|Fe|V,4
642,AlFeMnV,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Low,Al|Fe|Mn|V,4
643,AlHfTiW,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,High,Al|Hf|Ti|W,4
644,AlMnReW,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,High,Al|Mn|Re|W,4
645,AlMoTiV,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,High,Al|Mo|Ti|V,4
646,AlNbVW,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,High,Al|Nb|V|W,4
647,AuCoCrPd,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Low,Au|Co|Cr|Pd,4
648,AuCoCuPt,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,High,Au|Co|Cu|Pt,4
649,AuCoMoPd,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,High,Au|Co|Mo|Pd,4
650,AuCoNiPt,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,High,Au|Co|Ni|Pt,4
651,AuCoPdPt,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,High,Au|Co|Pd|Pt,4
652,AuCoPdRu,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Low,Au|Co|Pd|Ru,4
653,AuCoPtRu,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Low,Au|Co|Pt|Ru,4
654,AuCrIrPd,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Low,Au|Cr|Ir|Pd,4
655,AuCrNiPt,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Low,Au|Cr|Ni|Pt,4
656,AuCrPdRh,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Low,Au|Cr|Pd|Rh,4
657,AuCrPtRu,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Low,Au|Cr|Pt|Ru,4
658,AuCuIrPt,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Low,Au|Cu|Ir|Pt,4
659,AuCuOsPt,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Low,Au|Cu|Os|Pt,4
660,AuCuPdRh,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,High,Au|Cu|Pd|Rh,4
661,AuCuPtRh,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,High,Au|Cu|Pt|Rh,4
662,AuFeNiPd,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,High,Au|Fe|Ni|Pd,4
663,AuFePdRh,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Low,Au|Fe|Pd|Rh,4
664,AuIrNiPd,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,High,Au|Ir|Ni|Pd,4
665,AuIrOsPt,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,High,Au|Ir|Os|Pt,4
666,AuIrPdRh,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,High,Au|Ir|Pd|Rh,4
667,AuIrPtRh,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,High,Au|Ir|Pt|Rh,4
668,AuMoNiPt,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Low,Au|Mo|Ni|Pt,4
669,AuMoPdRe,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,High,Au|Mo|Pd|Re,4
670,AuMoPtRe,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Low,Au|Mo|Pt|Re,4
671,AuNbPdRh,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,High,Au|Nb|Pd|Rh,4
672,AuNiOsPt,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,Low,Au|Ni|Os|Pt,4
673,AuNiPdRh,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,High,Au|Ni|Pd|Rh,4
674,AuNiPtRh,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,High,Au|Ni|Pt|Rh,4
675,AuOsPdRe,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,Low,Au|Os|Pd|Re,4
676,AuOsPtRu,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Low,Au|Os|Pt|Ru,4
677,AuPdPtRu,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,High,Au|Pd|Pt|Ru,4
678,AuPdRhRu,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,High,Au|Pd|Rh|Ru,4
679,AuPtRhRu,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,High,Au|Pt|Rh|Ru,4
680,CoCrCuPt,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,High,Co|Cr|Cu|Pt,4
681,CoCrIrPt,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,High,Co|Cr|Ir|Pt,4
682,CoCrMnNi,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Co|Cr|Mn|Ni,4
683,CoCrNbW,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,High,Co|Cr|Nb|W,4
684,CoCrOsPd,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,High,Co|Cr|Os|Pd,4
685,CoCrPdRh,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,High,Co|Cr|Pd|Rh,4
686,CoCrPtRu,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,High,Co|Cr|Pt|Ru,4
687,CoCuNiPd,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,High,Co|Cu|Ni|Pd,4
688,CoCuOsPt,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,High,Co|Cu|Os|Pt,4
689,CoCuPdRh,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,High,Co|Cu|Pd|Rh,4
690,CoCuPtRh,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,High,Co|Cu|Pt|Rh,4
691,CoIrMoPd,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,High,Co|Ir|Mo|Pd,4
692,CoIrNiPt,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,High,Co|Ir|Ni|Pt,4
693,CoIrPdPt,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,High,Co|Ir|Pd|Pt,4
694,CoIrPdRu,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,High,Co|Ir|Pd|Ru,4
695,CoIrPtRu,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,High,Co|Ir|Pt|Ru,4
696,CoMoNiPt,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,High,Co|Mo|Ni|Pt,4
697,CoMoPdPt,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,High,Co|Mo|Pd|Pt,4
698,CoMoPdRu,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,High,Co|Mo|Pd|Ru,4
699,CoMoPtRu,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,High,Co|Mo|Pt|Ru,4
700,CoNiPdPt,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,High,Co|Ni|Pd|Pt,4
701,CoNiPdRu,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,High,Co|Ni|Pd|Ru,4
702,CoNiPtRu,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,High,Co|Ni|Pt|Ru,4
703,CoOsPdRh,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,High,Co|Os|Pd|Rh,4
704,CoOsPtRh,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,High,Co|Os|Pt|Rh,4
705,CoPdPtRh,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,High,Co|Pd|Pt|Rh,4
706,CoPdReRu,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,High,Co|Pd|Re|Ru,4
707,CoPtReRu,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,High,Co|Pt|Re|Ru,4
708,CrCuFeMo,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Cr|Cu|Fe|Mo,4
709,CrCuFePd,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Low,Cr|Cu|Fe|Pd,4
710,CrCuIrPd,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Low,Cr|Cu|Ir|Pd,4
711,CrCuMnW,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Low,Cr|Cu|Mn|W,4
712,CrCuMoV,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Low,Cr|Cu|Mo|V,4
713,CrCuNbTi,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low,Cr|Cu|Nb|Ti,4
714,CrCuNiPd,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,High,Cr|Cu|Ni|Pd,4
715,CrCuOsPt,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,High,Cr|Cu|Os|Pt,4
716,CrCuPdRu,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Low,Cr|Cu|Pd|Ru,4
717,CrCuTaTi,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Low,Cr|Cu|Ta|Ti,4
718,CrCuTiV,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,High,Cr|Cu|Ti|V,4
719,CrFeMnMo,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Cr|Fe|Mn|Mo,4
720,CrFeMnRe,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,High,Cr|Fe|Mn|Re,4
721,CrFeMnV,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,High,Cr|Fe|Mn|V,4
722,CrFeMoNi,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Cr|Fe|Mo|Ni,4
